productid,product_brand,product_name,product_category,price_inr,discount_price,percentage,currency,delivery_options,expiration_date,packaging_type,country_origin,image_url,description_1,description_2,customer_review1,customer_reviewer1,customer_review2,customer_reviewer2,customer_review3,customer_reviewer3,customer_review4,customer_reviewer4,available_size1,available_size2,available_size3,available_size4,additional_feature2,additional_feature3,additional_feature1,npk_ratio
1357,SoilSaver,Bone Meal,Chemical Fertilizer,465,425,9,INR,Same Day Delivery,30-09-2025,Bag,India,https://drive.google.com/thumbnail?id=19etVBevvdTOLfaNoEvtlf16xmnQkQKOA&sz=s470,"Maximize your garden's potential with Bone Meal, specially formulated for robust development.","Ensure vibrant plant life with Bone Meal, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Pooja,"Good value for money, effective results.",Ramya,Boosted plant growth significantly.,Thanuja,"Highly effective for my garden, plants are thriving!",Suresh,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Bone Meal guarantees optimal nutrient release, keeping plants healthy for weeks.",16:09:04
1358,EcoFert,Neem Cake Fertilizer,Bio-Fertilizer,493,438,12,INR,Free Shipping,14-04-2028,Canister,India,https://drive.google.com/thumbnail?id=1ysu6ody1PVUrxEjeTivaIWtBz6GyWYjK&sz=s471,"Get exceptional growth with Neem Cake Fertilizer, your plants' best ally.","Ensure vibrant plant life with Neem Cake Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Priya,"Easy to use, results are visible within weeks.",Sonal,"Impressive results, easy to apply.",Rohan,"Highly effective for my garden, plants are thriving!",Manish,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"Give your plants a boost with Neem Cake Fertilizer, enhancing overall plant vitality.",18:06:04
1359,SoilSaver,Compost Plus,Bio-Fertilizer,370,308,18,INR,Free Shipping,18-06-2026,Canister,India,https://drive.google.com/thumbnail?id=1fBAZhmOHMPgWBehn_-lTTQAYB5UWzFgp&sz=s472,"Get exceptional growth with Compost Plus, your plants' best ally.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.",My flowers are thriving thanks to this compost!,Sonal,Noticeable improvement in soil fertility.,Meghana,Boosted plant growth significantly.,Thanuja,My crops have never been healthier!,Neha,250grms,750grms,2kgs,5kg,Enhances soil aeration and nutrient content.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Formulated for Compost Plus, enhancing your soil's fertility and plant resilience.",16:09:04
1360,AgriBoost,Compost Plus,Bio-Fertilizer,970,876,10,INR,Same Day Delivery,07-01-2025,Bag,India,https://drive.google.com/thumbnail?id=1MCtSj2ujyDF80MkaUfSwLJ7NQ5kSbE35&sz=s473,"Maximize your garden's potential with Compost Plus, specially formulated for robust development.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Amit,My flowers are thriving thanks to this compost!,Rahul,"Perfect for organic gardening, very effective.",Lakshmi,My crops have never been healthier!,Neha,250grms,750grms,1kg,5kg,Supports sustainable farming with organic matter.,"Maintains effectiveness for longer periods, ensuring durability in storage.","With Compost Plus, enjoy healthier plants with faster root development.",18:08:06
1361,EcoFert,Sulphur Granules,Chemical Fertilizer,371,299,21,INR,Free Shipping,10-12-2026,Canister,India,https://drive.google.com/thumbnail?id=1CDpNpN48wrXMVg90RZWq82a1cofXZHrl&sz=s474,Give your plants the nourishment they deserve with Sulphur Granules.,"Ensure vibrant plant life with Sulphur Granules, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Lakshmi,"Highly effective for my garden, plants are thriving!",Ramesh,"Worked wonders for my plants, great quality.",Meghana,My crops have never been healthier!,Divya,250grms,750grms,2kgs,5kg,"Safe for plants, pets, and children with natural, non-toxic ingredients.",Enriched with essential nutrients for faster growth.,"Formulated for Sulphur Granules, enhancing your soil's fertility and plant resilience.",20:08:06
1362,AgriBoost,Granular NPK Fertilizer,Organic Fertilizer,353,275,25,INR,Standard Delivery,13-08-2025,Bottle,India,https://drive.google.com/thumbnail?id=1khFxwEdRlgwWBS6PCTITZ9k1zIJwVSOT&sz=s475,"Get exceptional growth with Granular NPK Fertilizer, your plants' best ally.","Ensure vibrant plant life with Granular NPK Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Deepak,Plants look greener and healthier now.,Thanuja,"Highly effective for my garden, plants are thriving!",Amit,"Good quality fertilizer, improved soil health significantly.",Priya,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,Enhances root growth and strengthens plant immunity.,"Granular NPK Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",18:07:04
1363,CropMax,Humic Acid Fertilizer,Organic Fertilizer,383,359,6,INR,Free Shipping,31-08-2025,Bottle,India,https://drive.google.com/thumbnail?id=1XVnrI_Rh9LPwk0PoMuX_gKD7FdVGiemN&sz=s476,"Get exceptional growth with Humic Acid Fertilizer, your plants' best ally.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Priya,"Good quality fertilizer, improved soil health significantly.",Manish,"Better than expected, highly effective.",Ramya,"Highly effective for my garden, plants are thriving!",Rahul,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Improves soil moisture retention, reducing the need for frequent watering.","With Humic Acid Fertilizer, enjoy healthier plants with faster root development.",20:07:04
1364,AgriBoost,Compost Plus,Organic Fertilizer,624,544,14,INR,Standard Delivery,05-10-2026,Canister,India,https://drive.google.com/thumbnail?id=1ejlnOoAyhfviT7YPxy-WuZO4Woo3uitW&sz=s477,"Compost Plus boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.",My flowers are thriving thanks to this compost!,Suresh,"Improved soil texture, and plants are greener.",Neha,"Good value for money, effective results.",Rohan,"Impressive results, easy to apply.",Meghana,250grms,750grms,2kgs,5kg,Balances soil pH for optimal plant health.,"Maintains effectiveness for longer periods, ensuring durability in storage.","Formulated for Compost Plus, enhancing your soil's fertility and plant resilience.",15:08:05
1365,EcoFert,Neem Cake Fertilizer,Organic Fertilizer,677,580,15,INR,Same Day Delivery,26-12-2026,Bag,India,https://drive.google.com/thumbnail?id=1R31MFSJRM_pOX2V4pQpCd-PGhFwgtHvy&sz=s478,Give your plants the nourishment they deserve with Neem Cake Fertilizer.,"Ensure vibrant plant life with Neem Cake Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Rahul,"Good quality fertilizer, improved soil health significantly.",Pooja,"Good value for money, effective results.",Jagadeesh,"Impressive results, easy to apply.",Divya,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Safe for plants, pets, and children with natural, non-toxic ingredients.","Give your plants a boost with Neem Cake Fertilizer, enhancing overall plant vitality.",20:08:04
1366,CropMax,Bone Meal,Organic Fertilizer,306,218,34,INR,Free Shipping,16-01-2025,Bottle,India,https://drive.google.com/thumbnail?id=1T79VmvA4wgvt3enk0n9_ptOv8KaGd1y-&sz=s479,Give your plants the nourishment they deserve with Bone Meal.,"Ensure vibrant plant life with Bone Meal, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Lakshmi,"Easy to use, results are visible within weeks.",Sanjeev,Plants look greener and healthier now.,Thanuja,"Highly effective for my garden, plants are thriving!",Sonal,250grms,750grms,2kgs,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Improves soil moisture retention, reducing the need for frequent watering.","Give your plants a boost with Bone Meal, enhancing overall plant vitality.",15:08:03
1367,CropMax,Humic Acid Fertilizer,Bio-Fertilizer,590,493,18,INR,Standard Delivery,01-04-2025,Canister,India,https://drive.google.com/thumbnail?id=1V-dvp6JxY9_-IATPoIblFR7YCfT9Y7_H&sz=s480,"Maximize your garden's potential with Humic Acid Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Manish,"Good quality fertilizer, improved soil health significantly.",Deepak,"Impressive results, easy to apply.",Rohan,"Impressive results, easy to apply.",Shiva,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Improves soil moisture retention, reducing the need for frequent watering.","Formulated for Humic Acid Fertilizer, enhancing your soil's fertility and plant resilience.",16:10:05
1368,EcoFert,Seaweed Extract Fertilizer,Bio-Fertilizer,434,357,19,INR,Standard Delivery,13-11-2025,Bag,India,https://drive.google.com/thumbnail?id=1MAkFA5LgN1J8jmflmlHLojjJkPniPOD2&sz=s481,"Seaweed Extract Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Suresh,"Would buy again, very satisfied.",Thanuja,"Highly effective for my garden, plants are thriving!",Lakshmi,"Worked wonders for my plants, great quality.",Rajesh,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"Seaweed Extract Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",20:10:04
1369,GreenGrow,DAP (Di-Ammonium Phosphate),Organic Fertilizer,874,794,10,INR,Same Day Delivery,17-06-2026,Bottle,India,https://drive.google.com/thumbnail?id=1o3iw6nZzS6twGJ28Xbij3cEvnjp8lt_T&sz=s482,"DAP (Di-Ammonium Phosphate) boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with DAP (Di-Ammonium Phosphate), offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Pooja,"Good quality fertilizer, improved soil health significantly.",Venkat,"Worked wonders for my plants, great quality.",Vikram,"Worked wonders for my plants, great quality.",Divya,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"Give your plants a boost with DAP (Di-Ammonium Phosphate), enhancing overall plant vitality.",18:09:04
1370,CropMax,Bone Meal,Organic Fertilizer,405,376,7,INR,Free Shipping,06-01-2027,Bottle,India,https://drive.google.com/thumbnail?id=1KTYJprxTr3_1V5_ZKv4ywoCgK-fVT0yy&sz=s483,"Maximize your garden's potential with Bone Meal, specially formulated for robust development.","Ensure vibrant plant life with Bone Meal, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Kiran,"Highly effective for my garden, plants are thriving!",Manish,"Would buy again, very satisfied.",Anil,"Good quality fertilizer, improved soil health significantly.",Pooja,250grms,750grms,2kgs,5kg,Helps balance soil pH for better nutrient uptake and plant health.,"Improves soil moisture retention, reducing the need for frequent watering.","Bone Meal guarantees optimal nutrient release, keeping plants healthy for weeks.",16:10:06
1371,AgriBoost,Potash Boost,Bio-Fertilizer,562,487,14,INR,Free Shipping,24-03-2026,Canister,India,https://drive.google.com/thumbnail?id=1PazjHwGUJsuWt2gLWQMP6mSHxufQmjoZ&sz=s484,"Get exceptional growth with Potash Boost, your plants' best ally.","Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Priya,"Would buy again, very satisfied.",Meera,"Good quality fertilizer, improved soil health significantly.",Sanjeev,My crops have never been healthier!,Meera,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Enhances soil structure, improving root growth and overall plant health.","Potash Boost guarantees optimal nutrient release, keeping plants healthy for weeks.",16:06:04
1372,EcoFert,Bone Meal,Chemical Fertilizer,367,329,11,INR,Same Day Delivery,04-02-2026,Bag,India,https://drive.google.com/thumbnail?id=1a0uEQYo_J18YBjYcnCD1OebcNhI2qfNO&sz=s485,"Get exceptional growth with Bone Meal, your plants' best ally.","Ensure vibrant plant life with Bone Meal, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Pooja,"Easy to use, results are visible within weeks.",Manish,Noticeable improvement in soil fertility.,Rohan,"Worked wonders for my plants, great quality.",Rajesh,250grms,500g,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Enhances root growth and strengthens plant immunity.,"Bone Meal guarantees optimal nutrient release, keeping plants healthy for weeks.",16:08:04
1373,CropMax,Super Phosphate,Organic Fertilizer,449,411,9,INR,Free Shipping,06-05-2025,Bag,India,https://drive.google.com/thumbnail?id=1hwv8qO2Ekqcv7Es6dbzkyFInkvj6s3Ne&sz=s486,Give your plants the nourishment they deserve with Super Phosphate.,"Ensure vibrant plant life with Super Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Lakshmi,"Good quality fertilizer, improved soil health significantly.",Ananya,"Easy to use, results are visible within weeks.",Manish,Noticeable improvement in soil fertility.,Vikram,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Improves soil aeration and water retention.,"Give your plants a boost with Super Phosphate, enhancing overall plant vitality.",20:06:03
1374,AgriBoost,Liquid Plant Tonic,Chemical Fertilizer,852,777,9,INR,Same Day Delivery,12-05-2028,Canister,India,https://drive.google.com/thumbnail?id=1wzCx91RW6VTRXB4s0H7r7KncSnPIcBVM&sz=s487,"Maximize your garden's potential with Liquid Plant Tonic, specially formulated for robust development.","Ensure vibrant plant life with Liquid Plant Tonic, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Deepak,"Highly effective for my garden, plants are thriving!",Kiran,My crops have never been healthier!,Vikram,Plants look greener and healthier now.,Anil,250grms,750grms,1kg,5kg,Enriched with essential nutrients for faster growth.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","Liquid Plant Tonic guarantees optimal nutrient release, keeping plants healthy for weeks.",22:06:06
1375,AgriBoost,Liquid Plant Tonic,Bio-Fertilizer,892,801,11,INR,Free Shipping,16-10-2026,Bottle,India,https://drive.google.com/thumbnail?id=1Lgc8GRjS1fb9Fg5zPArKQs5zGe_0QaCa&sz=s488,"Liquid Plant Tonic boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Liquid Plant Tonic, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Manish,"Good quality fertilizer, improved soil health significantly.",Priya,"Impressive results, easy to apply.",Meghana,My crops have never been healthier!,Thanuja,250grms,750grms,2kgs,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.",Enriched with essential nutrients for faster growth.,"Formulated for Liquid Plant Tonic, enhancing your soil's fertility and plant resilience.",15:06:04
1376,AgriBoost,Soil Conditioner,Bio-Fertilizer,548,451,19,INR,Free Shipping,09-01-2028,Canister,India,https://drive.google.com/thumbnail?id=18x4Sc9FMsqzGtJXqGUF976bDFlDuwMH-&sz=s489,"Soil Conditioner boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Lakshmi,"Highly effective for my garden, plants are thriving!",Ramesh,"Would buy again, very satisfied.",Ramya,"Worked wonders for my plants, great quality.",Meghana,250grms,500g,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Improves soil moisture retention, reducing the need for frequent watering.","Give your plants a boost with Soil Conditioner, enhancing overall plant vitality.",16:09:06
1377,AgriBoost,Granular NPK Fertilizer,Chemical Fertilizer,724,630,14,INR,Same Day Delivery,09-01-2025,Canister,India,https://drive.google.com/thumbnail?id=1tuPl8TgP3oxlLO1uH-J2vDISGH35I44j&sz=s490,"Granular NPK Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Granular NPK Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Sonal,"Highly effective for my garden, plants are thriving!",Amit,"Excellent product, highly recommended!",Rajesh,"Would buy again, very satisfied.",Rohan,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Give your plants a boost with Granular NPK Fertilizer, enhancing overall plant vitality.",18:06:06
1378,AgriBoost,Seaweed Extract Fertilizer,Organic Fertilizer,376,338,11,INR,Standard Delivery,03-09-2029,Canister,India,https://drive.google.com/thumbnail?id=1wQ_APUHJkMfTmy2WqRyxjiTS7ZIplZbk&sz=s491,"Maximize your garden's potential with Seaweed Extract Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Manish,"Good quality fertilizer, improved soil health significantly.",Ramesh,"Would buy again, very satisfied.",Divya,Boosted plant growth significantly.,Shiva,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Formulated for Seaweed Extract Fertilizer, enhancing your soil's fertility and plant resilience.",18:06:04
1379,GreenGrow,Urea Fertilizer,Chemical Fertilizer,669,600,11,INR,Same Day Delivery,17-02-2028,Canister,India,https://drive.google.com/thumbnail?id=1uN_WPLuAZ7WY9B_GU5tKVQHpyfJFNn1k&sz=s492,"Urea Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Neha,"Easy to use, results are visible within weeks.",Amit,"Good quality fertilizer, improved soil health significantly.",Ramesh,Plants look greener and healthier now.,Meghana,250grms,500g,2kgs,5kg,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.",Improves soil aeration and water retention.,"Formulated for Urea Fertilizer, enhancing your soil's fertility and plant resilience.",16:09:05
1380,EcoFert,Super Phosphate,Bio-Fertilizer,510,449,13,INR,Free Shipping,30-09-2026,Canister,India,https://drive.google.com/thumbnail?id=1Lkw0N1i4ulC3nIr5kkL1QYgSWOt4bRZy&sz=s493,"Get exceptional growth with Super Phosphate, your plants' best ally.","Ensure vibrant plant life with Super Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Venkat,"Easy to use, results are visible within weeks.",Sonal,Noticeable improvement in soil fertility.,Meghana,"Good quality fertilizer, improved soil health significantly.",Ramesh,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Improves soil aeration and water retention.,"Give your plants a boost with Super Phosphate, enhancing overall plant vitality.",18:07:05
1381,CropMax,Poultry Manure,Bio-Fertilizer,391,349,11,INR,Standard Delivery,17-03-2025,Bottle,India,https://drive.google.com/thumbnail?id=1Rj-V7k0TQpk46_p_6cFYV0FhtTiHkvQi&sz=s494,"Poultry Manure boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Poultry Manure, offering superior nutrient absorption and growth acceleration.","Perfect for my vegetable garden, saw quick growth!",Priya,"Boosted my farm yield, excellent organic product.",Sonal,"Great for crops, enhanced soil fertility visibly.",Ramesh,Plants look greener and healthier now.,Anil,250grms,750grms,2kgs,5kg,"Rich in nitrogen, phosphorus, and potassium for strong plant growth.","Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Give your plants a boost with Poultry Manure, enhancing overall plant vitality.",16:07:03
1382,EcoFert,Nitrogen Booster,Chemical Fertilizer,820,735,11,INR,Same Day Delivery,15-01-2026,Bottle,India,https://drive.google.com/thumbnail?id=1kmvb5OsJGXKHLdmO6VBye5Yy-UlTuuy2&sz=s495,Give your plants the nourishment they deserve with Nitrogen Booster.,"Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Neha,"Worked wonders for my plants, great quality.",Rajesh,"Good quality fertilizer, improved soil health significantly.",Suresh,My crops have never been healthier!,Meera,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Maintains effectiveness for longer periods, ensuring durability in storage.","Formulated for Nitrogen Booster, enhancing your soil's fertility and plant resilience.",20:06:06
1383,CropMax,Neem Cake Fertilizer,Organic Fertilizer,401,371,8,INR,Standard Delivery,20-08-2026,Bag,India,https://drive.google.com/thumbnail?id=1nhAhxXMyNW_g59Ja18aPRvraAlgR9bPj&sz=s496,"Neem Cake Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Neem Cake Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Harini,"Easy to use, results are visible within weeks.",Suresh,"Would buy again, very satisfied.",Meera,"Good quality fertilizer, improved soil health significantly.",Priya,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","Neem Cake Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",22:10:04
1384,AgriBoost,Seaweed Extract Fertilizer,Bio-Fertilizer,955,908,5,INR,Free Shipping,25-08-2026,Canister,India,https://drive.google.com/thumbnail?id=1mLnyPjLtVCIR6Ph0Rg-u4LPWBiyAVy_h&sz=s497,"Seaweed Extract Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Deepak,"Worked wonders for my plants, great quality.",Rohan,"Good quality fertilizer, improved soil health significantly.",Ananya,Noticeable improvement in soil fertility.,Shiva,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Improves soil aeration and water retention.,"Seaweed Extract Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",18:06:04
1385,GreenGrow,Liquid Plant Tonic,Organic Fertilizer,964,940,3,INR,Same Day Delivery,12-02-2026,Bottle,India,https://drive.google.com/thumbnail?id=19-QnfnkpAHbAVpdLLf7p9sKJiMT0_eNO&sz=s498,"Get exceptional growth with Liquid Plant Tonic, your plants' best ally.","Ensure vibrant plant life with Liquid Plant Tonic, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Amit,"Highly effective for my garden, plants are thriving!",Harini,Boosted plant growth significantly.,Shiva,"Excellent product, highly recommended!",Ramya,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Liquid Plant Tonic guarantees optimal nutrient release, keeping plants healthy for weeks.",20:09:03
1386,AgriBoost,Granular NPK Fertilizer,Chemical Fertilizer,711,691,3,INR,Free Shipping,04-12-2026,Bag,India,https://drive.google.com/thumbnail?id=17gvALIwks8m4ADt4Yzp1w7Rg6YEa9UH-&sz=s499,Give your plants the nourishment they deserve with Granular NPK Fertilizer.,"Ensure vibrant plant life with Granular NPK Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Pooja,"Highly effective for my garden, plants are thriving!",Venkat,"Impressive results, easy to apply.",Neha,"Easy to use, results are visible within weeks.",Ananya,250grms,750grms,2kgs,5kg,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Formulated for Granular NPK Fertilizer, enhancing your soil's fertility and plant resilience.",22:10:05
1387,EcoFert,Vermicompost,Chemical Fertilizer,814,745,9,INR,Same Day Delivery,12-02-2025,Canister,India,https://drive.google.com/thumbnail?id=1XfN4V91eUVGq_HxZtus2IkNXcT9saPCm&sz=s500,"Maximize your garden's potential with Vermicompost, specially formulated for robust development.","Ensure vibrant plant life with Vermicompost, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Amit,"Perfect for organic gardening, very effective.",Ramesh,"Excellent product, highly recommended!",Meghana,"Would buy again, very satisfied.",Shiva,250grms,500g,2kgs,5kg,Enhances soil aeration and nutrient content.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Give your plants a boost with Vermicompost, enhancing overall plant vitality.",15:06:06
1388,GreenGrow,Neem Cake Fertilizer,Chemical Fertilizer,705,645,9,INR,Standard Delivery,25-03-2025,Bag,India,https://drive.google.com/thumbnail?id=1B2WVayg0m2nnTBA7Du_BrMuSSnmDE-lI&sz=s501,"Maximize your garden's potential with Neem Cake Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Neem Cake Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Harini,"Good quality fertilizer, improved soil health significantly.",Sonal,"Highly effective for my garden, plants are thriving!",Rahul,"Excellent product, highly recommended!",Shiva,250grms,500g,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","With Neem Cake Fertilizer, enjoy healthier plants with faster root development.",22:08:04
1389,CropMax,Sulphur Granules,Bio-Fertilizer,617,594,4,INR,Standard Delivery,23-11-2025,Bottle,India,https://drive.google.com/thumbnail?id=1oigxuJq64TZ9OLJpqbMB9o1jWTBe2qeY&sz=s502,"Sulphur Granules boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Sulphur Granules, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Venkat,"Worked wonders for my plants, great quality.",Meghana,"Excellent product, highly recommended!",Anjali,Noticeable improvement in soil fertility.,Meera,250grms,750grms,1kg,5kg,Enriched with essential nutrients for faster growth.,Improves soil aeration and water retention.,"Sulphur Granules guarantees optimal nutrient release, keeping plants healthy for weeks.",20:09:03
1390,SoilSaver,Bio Phosphate,Bio-Fertilizer,661,623,6,INR,Standard Delivery,16-08-2025,Bag,India,https://drive.google.com/thumbnail?id=1bcBB5mgLtoas2XDLGp2EQ00uHFC-bbfS&sz=s503,"Get exceptional growth with Bio Phosphate, your plants' best ally.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Lakshmi,"Excellent product, highly recommended!",Divya,"Impressive results, easy to apply.",Vikram,"Good quality fertilizer, improved soil health significantly.",Rahul,250grms,750grms,2kgs,5kg,"Safe for plants, pets, and children with natural, non-toxic ingredients.",Improves soil aeration and water retention.,"With Bio Phosphate, enjoy healthier plants with faster root development.",15:08:06
1391,EcoFert,Granular NPK Fertilizer,Bio-Fertilizer,739,719,3,INR,Free Shipping,12-06-2025,Canister,India,https://drive.google.com/thumbnail?id=1KGlGE_Uk73hC-xbNRGICMLyZ4yyP4Sbz&sz=s504,"Granular NPK Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Granular NPK Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Sanjeev,"Better than expected, highly effective.",Jagadeesh,"Highly effective for my garden, plants are thriving!",Harini,Boosted plant growth significantly.,Meghana,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,Enhances root growth and strengthens plant immunity.,"Formulated for Granular NPK Fertilizer, enhancing your soil's fertility and plant resilience.",22:07:05
1392,EcoFert,Super Phosphate,Organic Fertilizer,439,410,7,INR,Free Shipping,19-08-2025,Bag,India,https://drive.google.com/thumbnail?id=1U8F6bU61gZlW8pLssv7zEpLHaUkV5QHO&sz=s505,"Super Phosphate boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Super Phosphate, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Amit,"Good quality fertilizer, improved soil health significantly.",Sanjeev,Noticeable improvement in soil fertility.,Shiva,"Better than expected, highly effective.",Kunal,250grms,750grms,2kgs,5kg,"Safe for plants, pets, and children with natural, non-toxic ingredients.",Enriched with essential nutrients for faster growth.,"Formulated for Super Phosphate, enhancing your soil's fertility and plant resilience.",22:09:03
